freq_Hz,amplitude_dB
10000.0,-37.18459658826456
20000.0,-22.02369878095522
30000.0,7.224975383556298
40000.0,-6.043249037825282
50000.0,10.246662923318961
60000.0,11.458985384821725
70000.0,37.04195855344182
80000.0,21.86908832592814
90000.0,10.017610078666644
100000.0,5.614759368181548
110000.0,6.639294260749958
120000.0,-4.880031994014759
130000.0,-21.695927138424363
140000.0,11.62099748922608
150000.0,-12.909895353541176
160000.0,17.282180725245254
170000.0,-5.17416488555131
180000.0,-2.697965582416673
190000.0,5.167443098906873
200000.0,-5.8332840765060805
210000.0,5.712909190797134
220000.0,1.5988481734190136
230000.0,-6.7874157804812425
240000.0,-3.074791221548005
250000.0,-12.42942097104819
260000.0,0.7781083133285827
270000.0,-1.7565749722480328
280000.0,-5.0544457148683115
290000.0,2.1956570426694544
300000.0,-1.533262083921008
310000.0,-1.1923381419211063
320000.0,-11.497671095790642
330000.0,-1.026125693651837
340000.0,-2.35669434497281
350000.0,-3.4180326835785175
360000.0,1.0736682138423421
370000.0,1.8584571540843355
380000.0,-0.3873361989149433
390000.0,2.234314661227164
400000.0,-2.290305178765077
410000.0,-1.3863255162313461
420000.0,-4.316322307315001
430000.0,1.1479798428176493
440000.0,-4.694439206260689
450000.0,-7.0764637663166186
460000.0,-0.07772596452561764
470000.0,0.19333608500461819
480000.0,-3.7228228901699474
490000.0,1.0983418096389745
500000.0,-1.5355948477960075
510000.0,-0.1985520539847545
520000.0,0.058689436721688804
530000.0,0.131314138609667
540000.0,1.5639875285024742
550000.0,2.295780767639263
560000.0,-2.2631752844031725
570000.0,3.9263407231527223
580000.0,-0.025821120778557916
590000.0,-1.261811905781653
600000.0,-2.4022715116097704
610000.0,-0.9274417794524552
620000.0,-2.712178366290029
630000.0,-5.901554119356969
640000.0,-3.804376884207147
650000.0,0.4770076017097429
660000.0,-2.477762552617107
670000.0,-1.1500471509618486
680000.0,2.28479019801771
690000.0,-2.480823159769187
700000.0,1.4295754013522122
710000.0,0.9904202296510425
720000.0,-2.097247650426361
730000.0,0.18343650144523377
740000.0,-3.4013681859498814
750000.0,1.647625424431054
760000.0,1.0024199860320409
770000.0,0.11076779421727584
780000.0,1.1521981878965686
790000.0,1.1253327659497578
800000.0,3.2628730692993946
810000.0,-0.372225101357508
820000.0,-1.8547256478210745
830000.0,-1.9986640631016557
840000.0,-1.051661642616585
850000.0,-1.760004772654228
860000.0,-0.6918892013529055
870000.0,0.7319090405829671
880000.0,-0.02105391651249819
890000.0,0.5585780773050026
900000.0,-1.0107174967656398
910000.0,0.28608177410570995
920000.0,0.8014166415844941
930000.0,0.3945056400335935
940000.0,0.9774415596775431
950000.0,-0.5382163086564629
960000.0,0.2242187182384569
970000.0,0.03805671737473908
980000.0,0.38322470960945965
990000.0,0.8288895704155049
1000000.0,0.2567698672699629
2000000.0,0.2747096030827037
3000000.0,-0.16101872551711335
4000000.0,0.5340358405396709
5000000.0,-0.39582894720542006
6000000.0,0.00740437421075428
7000000.0,0.3183381364108552
8000000.0,0.23402428387057936
9000000.0,0.29456683029131325
10000000.0,0.2602095715927568
20000000.0,-0.04822532591478366
30000000.0,0.4250492590055317
40000000.0,0.03066344967587732
50000000.0,0.07770635252433782
100000000.0,-0.012149228068163306
150000000.0,0.0377884148905101
200000000.0,0.0776634703159334
250000000.0,-0.15983081243567313
300000000.0,-0.13294118110029202
350000000.0,0.017939863476620216
400000000.0,-0.15273019608739968
450000000.0,-0.003709721186643627
